POINT_X,POINT_Y,RASTERVALU
-83.72756489,48.39136739,21.36901855
-83.55768267,48.39136739,21.69270515
-83.38780046,48.39136739,21.90300369
-83.21791824,48.39136739,22.10776138
-83.04803602,48.39136739,22.30626297
-82.87815381,48.39136739,23.92094421
-82.70827159,48.39136739,22.2712841
-82.53838937,48.39136739,22.4569416
-82.36850716,48.39136739,27.122509
-82.19862494,48.39136739,30.3627224
-82.02874272,48.39136739,30.90027428
-81.85886051,48.39136739,31.701334
-81.68897829,48.39136739,32.23207855
-81.51909607,48.39136739,32.76046371
-81.34921386,48.39136739,33.28677368
-81.17933164,48.39136739,33.81132889
-81.00944943,48.39136739,38.50734329
-80.83956721,48.39136739,35.96065521
-80.66968499,48.39136739,36.49081039
-80.49980278,48.39136739,37.01113129
-80.32992056,48.39136739,37.52169037
-80.16003834,48.39136739,38.26939774
-79.99015613,48.39136739,38.75589371
-79.82027391,48.39136739,39.23286819
-79.65039169,48.39136739,39.70034409
-79.48050948,48.39136739,40.15832901
-79.31062726,48.39136739,40.60678482
-79.14074504,48.39136739,41.26142502
-78.97086283,48.39136739,40.95204163
-78.80098061,48.39136739,41.34924316
-78.63109839,48.39136739,41.7349472
-78.46121618,48.39136739,42.10910416
-78.29133396,48.39136739,42.64846802
-78.12145174,48.39136739,42.99325562
-77.95156953,48.39136739,43.32600021
-77.78168731,48.39136739,43.64647675
-77.61180509,48.39136739,43.95444489
-77.44192288,48.39136739,44.39237213
-77.27204066,48.39136739,44.6679039
-77.10215844,48.39136739,46.51086807
-76.93227623,48.39136739,46.75856018
-76.76239401,48.39136739,52.41070175
-76.59251179,48.39136739,52.55086517
-76.42262958,48.39136739,52.63589096
-76.25274736,48.39136739,52.71382904
-76.08286514,48.39136739,52.78444672
-75.91298293,48.39136739,52.84754944
-75.74310071,48.39136739,52.92784119
-75.57321849,48.39136739,52.97170639
-75.40333628,48.39136739,53.00784683
-100.7157866,48.22148517,17.84384918
-100.5459043,48.22148517,17.88183022
-100.3760221,48.22148517,18.06132889
-100.2061399,48.22148517,18.27331543
-100.0362577,48.22148517,18.60553551
-99.86637547,48.22148517,18.99720955
-99.69649325,48.22148517,19.47589302
-99.52661104,48.22148517,20.34812355
-99.35672882,48.22148517,21.01973152
-99.1868466,48.22148517,21.74808311
-99.01696439,48.22148517,22.51629257
-98.84708217,48.22148517,23.30531883
-98.67719995,48.22148517,24.09533119
-98.50731774,48.22148517,25.24070549
-98.33743552,48.22148517,25.95373154
-98.1675533,48.22148517,26.61114693
-97.99767109,48.22148517,27.20405769
-97.82778887,48.22148517,27.72725105
-97.65790666,48.22148517,28.37802696
-97.48802444,48.22148517,28.72474098
-97.31814222,48.22148517,29.00611305
-97.14826001,48.22148517,29.22732925
-96.97837779,48.22148517,29.3942585
-96.80849557,48.22148517,29.55620003
-96.63861336,48.22148517,29.61383057
-96.46873114,48.22148517,29.63759613
-96.29884892,48.22148517,29.63238716
-96.12896671,48.22148517,29.60249138
-95.95908449,48.22148517,29.59541702
-95.78920227,48.22148517,29.53855515
-95.61932006,48.22148517,29.47162628
-95.44943784,48.22148517,29.39699554
-95.27955562,48.22148517,29.31660652
-95.10967341,48.22148517,29.18860817
-94.93979119,48.22148517,29.10010719
-94.76990897,48.22148517,29.01018715
-94.60002676,48.22148517,28.91960716
-94.43014454,48.22148517,28.82898903
-94.26026232,48.22148517,28.7388649
-94.09038011,48.22148517,28.60561943
-93.92049789,48.22148517,28.51870155
-93.75061567,48.22148517,25.86110687
-93.58073346,48.22148517,25.64175415
-93.41085124,48.22148517,25.42874527
-93.24096902,48.22148517,25.122509
-93.07108681,48.22148517,24.92788124
-92.90120459,48.22148517,24.74123764
-92.73132237,48.22148517,24.56273651
-92.56144016,48.22148517,24.39240265
-92.39155794,48.22148517,25.68640518
-92.22167572,48.22148517,25.54011154
-92.05179351,48.22148517,25.40105057
-91.88191129,48.22148517,25.26867676
-91.71202907,48.22148517,25.14230537
-91.54214686,48.22148517,24.9622097
-91.37226464,48.22148517,24.84705162
-91.20238242,48.22148517,24.73454475
-91.03250021,48.22148517,24.62347031
-90.86261799,48.22148517,24.51250458
-90.69273577,48.22148517,24.34313202
-90.52285356,48.22148517,24.2260437
-90.35297134,48.22148517,24.10375214
-90.18308912,48.22148517,23.97461128
-90.01320691,48.22148517,23.83695984
-89.84332469,48.22148517,23.61092949
-89.67344247,48.22148517,23.44491577
-89.50356026,48.22148517,23.26495361
-89.33367804,48.22148517,21.53244209
-89.16379582,48.22148517,19.93545723
-88.99391361,48.22148517,19.81725311
-88.82403139,48.22148517,19.61182022
-88.65414917,48.22148517,19.4564209
-88.48426696,48.22148517,19.28696632
-88.31438474,48.22148517,19.10450172
-88.14450252,48.22148517,18.9105072
-87.97462031,48.22148517,18.60225868
-87.80473809,48.22148517,18.38892365
-87.63485587,48.22148517,18.17283249
-87.46497366,48.22148517,19.36898804
-87.29509144,48.22148517,19.11181068
-87.12520922,48.22148517,18.74697876
-86.95532701,48.22148517,18.52519608
-86.78544479,48.22148517,18.32636833
-86.61556257,48.22148517,18.1550312
-86.44568036,48.22148517,18.01508713
-86.27579814,48.22148517,18.7127533
-86.10591592,48.22148517,18.63605881
-85.93603371,48.22148517,18.60532761
-85.76615149,48.22148517,18.61927605
-85.59626927,48.22148517,18.67555237
-85.42638706,48.22148517,18.8319912
-85.25650484,48.22148517,18.9783268
-85.08662262,48.22148517,19.1529789
-84.91674041,48.22148517,19.3511982
-84.74685819,48.22148517,19.56828308
-84.57697597,48.22148517,19.91953468
-84.40709376,48.22148517,20.16485023
-84.23721154,48.22148517,20.41488838
-84.06732932,48.22148517,20.66657066
-83.89744711,48.22148517,20.91728592
-83.72756489,48.22148517,21.16487503
-83.55768267,48.22148517,21.5266819
-83.38780046,48.22148517,21.75963402
-83.21791824,48.22148517,21.98490524
-83.04803602,48.22148517,23.56379318
-82.87815381,48.22148517,21.90295792
-82.70827159,48.22148517,22.21674347
-82.53838937,48.22148517,26.80275536
-82.36850716,48.22148517,23.47047424
-82.19862494,48.22148517,30.29833603
-82.02874272,48.22148517,30.85642433
-81.85886051,48.22148517,31.68617249
-81.68897829,48.22148517,32.23490524
-81.51909607,48.22148517,32.78057098
-81.34921386,48.22148517,33.32364273
-81.17933164,48.22148517,33.86459351
-81.00944943,48.22148517,38.58456802
-80.83956721,48.22148517,36.05379486
-80.66968499,48.22148517,36.59981155
-80.49980278,48.22148517,37.13553619
-80.32992056,48.22148517,37.66114807
-80.16003834,48.22148517,38.43094635
-79.99015613,48.22148517,38.93194962
-79.82027391,48.22148517,39.42332458
-79.65039169,48.22148517,39.90514755
-79.48050948,48.22148517,40.37745285
-79.31062726,48.22148517,40.84023285
-79.14074504,48.22148517,40.79388428
-78.97086283,48.22148517,41.21554565
-78.80098061,48.22148517,41.62569046
-78.63109839,48.22148517,42.02429962
-78.46121618,48.22148517,42.41130447
-78.29133396,48.22148517,42.96976089
-78.12145174,48.22148517,43.32709122
-77.95156953,48.22148517,43.67215347
-77.78168731,48.22148517,44.00466537
-77.61180509,48.22148517,44.32430649
-77.44192288,48.22148517,44.77887344
-77.27204066,48.22148517,45.06479645
-77.10215844,48.22148517,46.90343094
-76.93227623,48.22148517,48.98407364
-76.76239401,48.22148517,52.60109329
-76.59251179,48.22148517,52.75233841
-76.42262958,48.22148517,52.84375381
-76.25274736,48.22148517,52.92723083
-76.08286514,48.22148517,53.00248337
-75.91298293,48.22148517,53.06929016
-75.74310071,48.22148517,53.15335083
-75.57321849,48.22148517,53.19852829
-75.40333628,48.22148517,53.2350235
-100.7157866,48.05160296,18.01581573
-100.5459043,48.05160296,18.06272888
-100.3760221,48.05160296,18.25696564
-100.2061399,48.05160296,18.47970581
-100.0362577,48.05160296,18.83206558
-99.86637547,48.05160296,19.23579597
-99.69649325,48.05160296,19.72703934
-99.52661104,48.05160296,20.61870193
-99.35672882,48.05160296,21.30331802
-99.1868466,48.05160296,22.04434586
-99.01696439,48.05160296,22.82450867
-98.84708217,48.05160296,23.62433624
-98.67719995,48.05160296,24.42355156
-98.50731774,48.05160296,25.57886124
-98.33743552,48.05160296,26.29547691
-98.1675533,48.05160296,26.95383644
-97.99767109,48.05160296,27.54500389
-97.82778887,48.05160296,28.0638485
-97.65790666,48.05160296,28.70366287
-97.48802444,48.05160296,29.0405426
-97.31814222,48.05160296,29.31046104
-97.14826001,48.05160296,29.5189743
-96.97837779,48.05160296,29.67230988
-96.80849557,48.05160296,29.81290627
-96.63861336,48.05160296,29.8560791
-96.46873114,48.05160296,29.86546898
-96.29884892,48.05160296,29.84613037
-96.12896671,48.05160296,29.80247116
-95.95908449,48.05160296,29.76239204
-95.78920227,48.05160296,29.69174004
-95.61932006,48.05160296,29.61161995
-95.44943784,48.05160296,29.5243969
-95.27955562,48.05160296,29.43199158
-95.10967341,48.05160296,29.28697014
-94.93979119,48.05160296,29.18771744
-94.76990897,48.05160296,29.08746529
-94.60002676,48.05160296,28.98691559
-94.43014454,48.05160296,28.88664818
-94.26026232,48.05160296,28.78714943
-94.09038011,48.05160296,28.6402874
-93.92049789,48.05160296,28.54455948
-93.75061567,48.05160296,28.45104408
-93.58073346,48.05160296,25.66354752
-93.41085124,48.05160296,25.44099426
-93.24096902,48.05160296,25.12225533
-93.07108681,48.05160296,24.92050743
-92.90120459,48.05160296,24.72771072
-92.73132237,48.05160296,24.5440197
-92.56144016,48.05160296,26.8555851
-92.39155794,48.05160296,25.63980103
-92.22167572,48.05160296,25.49294281
-92.05179351,48.05160296,25.35411644
-91.88191129,48.05160296,25.22274399
-91.71202907,48.05160296,25.09810829
-91.54214686,48.05160296,24.92187309
-91.37226464,48.05160296,24.81003952
-91.20238242,48.05160296,24.70136452
-91.03250021,48.05160296,24.59453392
-90.86261799,48.05160296,24.4881134
-90.69273577,48.05160296,24.32582664
-90.52285356,48.05160296,24.21341705
-90.35297134,48.05160296,24.09556007
-90.18308912,48.05160296,23.97040939
-90.01320691,48.05160296,23.83607864
-89.84332469,48.05160296,23.61326218
-89.67344247,48.05160296,23.44783974
-89.50356026,48.05160296,21.70146751
-89.33367804,48.05160296,21.56361389
-89.16379582,48.05160296,19.97117233
-88.99391361,48.05160296,19.84783363
-88.82403139,48.05160296,19.63098907
-88.65414917,48.05160296,19.46534348
-88.48426696,48.05160296,19.2834568
-88.31438474,48.05160296,19.08637047
-88.14450252,48.05160296,18.87562752
-87.97462031,48.05160296,18.53861618
-87.80473809,48.05160296,18.3040657
-87.63485587,48.05160296,18.06556892
-87.46497366,48.05160296,19.18341827
-87.29509144,48.05160296,18.89679718
-87.12520922,48.05160296,18.48885345
-86.95532701,48.05160296,18.24033546
-86.78544479,48.05160296,18.01743126
-86.61556257,48.05160296,17.82552147
-86.44568036,48.05160296,17.66923904
-86.27579814,48.05160296,18.27225113
-86.10591592,48.05160296,18.19296074
-85.93603371,48.05160296,18.16558075
-85.76615149,48.05160296,18.18849564
-85.59626927,48.05160296,18.25879478
-85.42638706,48.05160296,18.44412804
-85.25650484,48.05160296,18.61373329
-85.08662262,48.05160296,18.81382942
-84.91674041,48.05160296,19.0388279
-84.74685819,48.05160296,19.28325653
-84.57697597,48.05160296,19.67516518
-84.40709376,48.05160296,19.94658852
-84.23721154,48.05160296,20.22149086
-84.06732932,48.05160296,20.49653816
-83.89744711,48.05160296,20.76895142
-83.72756489,48.05160296,21.03648949
-83.55768267,48.05160296,21.42490959
-83.38780046,48.05160296,21.67345428
-83.21791824,48.05160296,21.91269112
-83.04803602,48.05160296,23.49745178
-82.87815381,48.05160296,21.86128807
-82.70827159,48.05160296,22.18979073
-82.53838937,48.05160296,23.23186874
-82.36850716,48.05160296,23.48841095
-82.19862494,48.05160296,30.26992798
-82.02874272,48.05160296,30.8409977
-81.85886051,48.05160296,31.68875504
-81.68897829,48.05160296,32.24872208
-81.51909607,48.05160296,32.80517197
-81.34921386,48.05160296,33.35869598
-81.17933164,48.05160296,33.90990067
-81.00944943,48.05160296,38.6464386
-80.83956721,48.05160296,36.12440872
-80.66968499,48.05160296,36.68043518
-80.49980278,48.05160296,37.22592926
-80.32992056,48.05160296,37.7611351
-80.16003834,48.05160296,38.5451355
-79.99015613,48.05160296,39.05554962
-79.82027391,48.05160296,39.55634308
-79.65039169,48.05160296,40.0476265
-79.48050948,48.05160296,40.52946091
-79.31062726,48.05160296,41.00184631
-79.14074504,48.05160296,40.96645355
-78.97086283,48.05160296,41.39694595
-78.80098061,48.05160296,41.81598282
-78.63109839,48.05160296,42.22353363
-78.46121618,48.05160296,42.61951447
-78.29133396,48.05160296,43.19142914
-78.12145174,48.05160296,43.55767441
-77.95156953,48.05160296,43.91154861
-77.78168731,48.05160296,44.25271606
-77.61180509,48.05160296,44.58079147
-77.44192288,48.05160296,45.04745865
-77.27204066,48.05160296,45.34097672
-77.10215844,48.05160296,49.01115036
-76.93227623,48.05160296,49.14801788
-76.76239401,48.05160296,52.73704147
-76.59251179,48.05160296,52.89645386
-76.42262958,48.05160296,52.99256897
-76.25274736,48.05160296,53.08010101
-76.08286514,48.05160296,53.15872955
-75.91298293,48.05160296,53.22821045
-75.74310071,48.05160296,53.31492615
-75.57321849,48.05160296,53.36096191
-75.40333628,48.05160296,53.39759827
-100.7157866,47.88172074,18.24539566
-100.5459043,47.88172074,18.30385208
-100.3760221,47.88172074,18.51575279
-100.2061399,47.88172074,18.75028038
-100.0362577,47.88172074,19.06604195
-99.86637547,47.88172074,19.5399704
-99.69649325,47.88172074,20.04131508
-99.52661104,47.88172074,20.94621658
-99.35672882,47.88172074,21.63812637
-99.1868466,47.88172074,22.38505554
-99.01696439,47.88172074,23.16961861
-98.84708217,47.88172074,23.97224998
-98.67719995,47.88172074,24.7726059
-98.50731774,47.88172074,25.9263916
-98.33743552,47.88172074,26.63979721
-98.1675533,47.88172074,27.29320335
-97.99767109,47.88172074,27.8777256
-97.82778887,47.88172074,28.38833618
-97.65790666,47.88172074,29.01314735
-97.48802444,47.88172074,29.33853912
-97.31814222,47.88172074,29.59604454
-97.14826001,47.88172074,29.79146385
-96.97837779,47.88172074,29.93126106
-96.80849557,47.88172074,30.05119896
-96.63861336,47.88172074,30.08065033
-96.46873114,47.88172074,30.07653999
-96.29884892,47.88172074,30.04403687
-96.12896671,47.88172074,29.98762512
-95.95908449,47.88172074,29.86629868
-95.78920227,47.88172074,29.8339138
-95.61932006,47.88172074,29.74150658
-95.44943784,47.88172074,29.64252663
-95.27955562,47.88172074,29.53887177
-95.10967341,47.88172074,29.37782288
-94.93979119,47.88172074,29.26837921
-94.76990897,47.88172074,29.15826416
-94.60002676,47.88172074,29.04813004
-94.43014454,47.88172074,28.93850708
-94.26026232,47.88172074,28.82984543
-94.09038011,47.88172074,28.66953087
-93.92049789,47.88172074,28.56500626
-93.75061567,47.88172074,28.46282196
-93.58073346,47.88172074,28.36340523
-93.41085124,47.88172074,25.4436245
-93.24096902,47.88172074,25.11274338
-93.07108681,47.88172074,24.9041214
-92.90120459,47.88172074,27.20994759
-92.73132237,47.88172074,27.01142311
-92.56144016,47.88172074,26.81678963
-92.39155794,47.88172074,26.53308487
-92.22167572,47.88172074,25.43927002
-92.05179351,47.88172074,25.30104637
-91.88191129,47.88172074,25.17110443
-91.71202907,47.88172074,25.04869652
-91.54214686,47.88172074,24.87720871
-91.37226464,47.88172074,24.76939011
-91.20238242,47.88172074,24.66532516
-91.03250021,47.88172074,24.56360626
-90.86261799,47.88172074,24.46268845
-90.69273577,47.88172074,24.30908394
-90.52285356,47.88172074,24.20251465
-90.35297134,47.88172074,24.09031868
-90.18308912,47.88172074,23.97043419
-90.01320691,47.88172074,23.8407383
-89.84332469,47.88172074,23.62310791
-89.67344247,47.88172074,23.45955086
-89.50356026,47.88172074,21.74477959
-89.33367804,47.88172074,21.60481071
-89.16379582,47.88172074,20.01652527
-88.99391361,47.88172074,19.88851547
-88.82403139,47.88172074,19.66056633
-88.65414917,47.88172074,19.48456955
-88.48426696,47.88172074,19.28985596
-88.31438474,47.88172074,19.07743645
-88.14450252,47.88172074,18.84889603
-87.97462031,47.88172074,18.48089409
-87.80473809,47.88172074,18.22321701
-87.63485587,47.88172074,17.96009827
-87.46497366,47.88172074,18.99718666
-87.29509144,47.88172074,18.67787552
-87.12520922,47.88172074,18.22175026
-86.95532701,47.88172074,17.94321442
-86.78544479,47.88172074,17.6932373
-86.61556257,47.88172074,17.47821617
-86.44568036,47.88172074,17.30365753
-86.27579814,47.88172074,17.80839729
-86.10591592,47.88172074,17.72655296
-85.93603371,47.88172074,17.70342445
-85.76615149,47.88172074,17.73697281
-85.59626927,47.88172074,17.82359695
-85.42638706,47.88172074,18.04210663
-85.25650484,47.88172074,18.23812294
-85.08662262,47.88172074,18.46684647
-84.91674041,47.88172074,18.72169876
-84.74685819,47.88172074,18.99633217
-84.57697597,47.88172074,19.43262482
-84.40709376,47.88172074,19.73221207
-84.23721154,47.88172074,20.03367996
-84.06732932,47.88172074,20.33344269
-83.89744711,47.88172074,20.62858772
-83.72756489,47.88172074,20.91681862
-83.55768267,47.88172074,21.33251381
-83.38780046,47.88172074,21.59684372
-83.21791824,47.88172074,21.85007858
-83.04803602,47.88172074,21.58664703
-82.87815381,47.88172074,21.82866478
-82.70827159,47.88172074,22.97401428
-82.53838937,47.88172074,23.25184631
-82.36850716,47.88172074,23.51679802
-82.19862494,47.88172074,30.25447464
-82.02874272,47.88172074,30.83775902
-81.85886051,47.88172074,31.70236015
-81.68897829,47.88172074,32.27280045
-81.51909607,47.88172074,32.83928299
-81.34921386,47.88172074,33.40254974
-81.17933164,47.88172074,33.96334076
-81.00944943,47.88172074,38.71675491
-80.83956721,47.88172074,36.20186615
-80.66968499,47.88172074,36.7673645
-80.49980278,47.88172074,37.32214737
-80.32992056,47.88172074,37.86652756
-80.16003834,47.88172074,38.66422653
-79.99015613,47.88172074,39.18380356
-79.82027391,47.88172074,39.69384384
-79.65039169,47.88172074,40.1944809
-79.48050948,47.88172074,40.68581009
-79.31062726,47.88172074,41.16784668
-79.14074504,47.88172074,41.14302444
-78.97086283,47.88172074,41.58252335
-78.80098061,47.88172074,42.01069641
-78.63109839,47.88172074,42.42750168
-78.46121618,47.88172074,42.83283234
-78.29133396,47.88172074,43.41888046
